Name,City,State,Rank,Category
Institute of Engineering & Management,Kolkata,West Bengal,151-200,Engineering
"J. C. Bose University of Science and Technology, YMCA",Faridabad,Haryana,151-200,Engineering
Jawaharlal Nehru Technological University,Ananthapuramu,Andhra Pradesh,151-200,Engineering
JSPM's Rajarshi Shahu College of Engineering,Pune,Maharashtra,151-200,Engineering
KIET Group of Institutions: KIET Group of Pharmacy,Ghaziabad,Uttar Pradesh,151-200,Engineering
KLE Technological University,Dharwad,Karnataka,151-200,Engineering
Kumaraguru College of Technology,Coimbatore,Tamil Nadu,151-200,Engineering
Maharishi Markandeshwar (Deemed to be University),Ambala,Haryana,151-200,Engineering
Maulana Azad National Urdu University,Hyderabad,Telangana,151-200,Engineering
National Engineering College,Kovilpatti,Tamil Nadu,151-200,Engineering
"National Institute of Advanced Manufacturing Technology, Ranchi",Ranchi,Jharkhand,151-200,Engineering
"National Institute of Food Technology, Enterprenurship and Management",Sonipat,Haryana,151-200,Engineering
National Institute of Technology Nagaland,Dimapur,Nagaland,151-200,Engineering
National Institute of Technology Sikkim,South Sikkim,Sikkim,151-200,Engineering
New Horizon College of Engineering,Bengaluru,Karnataka,151-200,Engineering
NMAM Institute of Technology,"Nitte, Udupi",Karnataka,151-200,Engineering
North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh,151-200,Engineering
R.M.K. Engineering College,Thiruvallur,Tamil Nadu,151-200,Engineering
Rajalakshmi Institute of Technology,Thiruvallur,Tamil Nadu,151-200,Engineering
Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,151-200,Engineering
Sona College of Technology,SALEM,Tamil Nadu,151-200,Engineering
Sri Krishna College of Technology,Coimbatore,Tamil Nadu,151-200,Engineering
Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,151-200,Engineering
Sri Venkateswara College of Engineering,Sriperumbudur,Tamil Nadu,151-200,Engineering
Tezpur University,Tezpur,Assam,151-200,Engineering
The National Institute of Engineering,Mysuru,Karnataka,151-200,Engineering
Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,151-200,Engineering
Vardhaman College of Engineering,Rangareddy,Telangana,151-200,Engineering
Veer Surendra Sai University of Technology,Burla,Odisha,151-200,Engineering
Velagapudi Ramakrishna Siddhartha Engineering College,VIJAYAWADA,Andhra Pradesh,151-200,Engineering
Vignan Institute of Technology and Science,Yadadri-Bhuvangiri,Telangana,151-200,Engineering
Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,151-200,Engineering
Indian Institute of Management Ahmedabad,Ahmedabad,Gujarat,1,Management
Indian Institute of Management Bangalore,Bengaluru,Karnataka,2,Management
Indian Institute of Management Kozhikode,Kozhikode,Kerala,3,Management
Indian Institute of Technology Delhi,New Delhi,Delhi,4,Management
Indian Institute of Management Calcutta,Kolkata,West Bengal,5,Management
Indian Institute of Management Mumbai,Mumbai,Maharashtra,6,Management
Indian Institute of Management Lucknow,Lucknow,Uttar Pradesh,7,Management
Indian Institute of Management Indore,Indore,Madhya Pradesh,8,Management
XLRI - Xavier School of Management,Jamshedpur,Jharkhand,9,Management
Indian Institute of Technology Bombay,Mumbai,Maharashtra,10,Management
Management Development Institute,Gurugram,Haryana,11,Management
Indian Institute of Management Rohtak,Rohtak,Haryana,12,Management
Symbiosis Institute of Business Management,Pune,Maharashtra,13,Management
Indian Institute of Management Raipur,Raipur,Chhattisgarh,14,Management
Indian Institute of Foreign Trade,New Delhi,Delhi,15,Management
Indian Institute of Technology Madras,Chennai,Tamil Nadu,16,Management
Indian Institute of Management Ranchi,Ranchi,Jharkhand,17,Management
Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,18,Management
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,19,Management
S. P. Jain Institute of Management and Research,Mumbai,Maharashtra,20,Management
SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,21,Management
Indian Institute of Management Udaipur,Udaipur,Rajasthan,22,Management
Indian Institute of Management Kashipur,Kashipur,Uttarakhand,23,Management
Indian Institute of Management Shillong,Shillong,Meghalaya,24,Management
Jamia Millia Islamia,New Delhi,Delhi,25,Management
Indian Institute of Management Visakhapatnam,Visakhapatnam,Andhra Pradesh,26,Management
Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu,27,Management
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,28,Management
Amity University,Gautam Budh Nagar,Uttar Pradesh,29,Management
Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,29,Management
Indian Institute of Management Nagpur,Nagpur,Maharashtra,31,Management
MICA,Ahmedabad,Gujarat,32,Management
Indian Institute of Management Bodh Gaya,Gaya,Bihar,33,Management
Great Lakes Institute of Management,Chennai,Tamil Nadu,34,Management
Institute of Management Technology,Ghaziabad,Uttar Pradesh,35,Management
Chandigarh University,Mohali,Punjab,36,Management
Goa Institute of Management,Sanquelim,Goa,37,Management
Lovely Professional University,Phagwara,Punjab,38,Management
"ICFAI Foundation for Higher Education, Hyderabad",Hyderabad,Telangana,39,Management
International Management Institute,New Delhi,Delhi,40,Management
UPES,Dehradun,Uttarakhand,41,Management
Indian Institute of Management Jammu (IIMJ),Jammu,Jammu and Kashmir,42,Management
XIM University,Bhubaneswar,Odisha,43,Management
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,44,Management
Jaipuria Institute of Management,Noida,Uttar Pradesh,45,Management
Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,46,Management
Indian Institute of Management Amritsar,Amritsar,Punjab,47,Management
Banaras Hindu University,Varanasi,Uttar Pradesh,48,Management
Institute of Rural Management Anand (IRMA),Anand,Gujarat,49,Management
Indian Institute of Management Sambalpur,Sambalpur,Odisha,50,Management
National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,51,Management
Great Lakes Institute of Management,Gurgaon,Haryana,52,Management
Fore School of Management,New Delhi,Delhi,53,Management
Chitkara University,Rajpura,Punjab,54,Management
Nirma University,Ahmedabad,Gujarat,55,Management
"International Management Institute, Kolkata",Kolkata,West Bengal,56,Management
Indian Institute of Management Sirmaur,Sirmaur,Himachal Pradesh,57,Management
"T. A. Pai Management Institute, Manipal",Manipal,Karnataka,58,Management
Graphic Era University,Dehradun,Uttarakhand,59,Management
Christ University,Bengaluru,Karnataka,60,Management
"International Management Institute, Bhubaneswar",Bhubaneswar,Odisha,61,Management
Siksha `O` Anusandhan,Bhubaneswar,Odisha,62,Management
K J Somaiya Institute of Management Studies and Research,Mumbai,Maharashtra,63,Management
Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,64,Management
Guru Gobind Singh Indraprastha University,New Delhi,Delhi,65,Management
Loyola Institute of Business Administration,Chennai,Tamil Nadu,66,Management
Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,67,Management
Malaviya National Institute of Technology,Jaipur,Rajasthan,68,Management
Anna University,Chennai,Tamil Nadu,69,Management
Aligarh Muslim University,Aligarh,Uttar Pradesh,70,Management
Alliance University,Bengaluru,Karnataka,71,Management
"Jaipuria Institute of Management, Lucknow",Lucknow,Uttar Pradesh,72,Management
"Manipal University, Jaipur",Jaipur,Rajasthan,73,Management
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,74,Management
Jaipuria Institute of Management,Jaipur,Rajasthan,75,Management
National Institute of Technology Calicut,Kozhikode,Kerala,76,Management
"Jain University, Bangalore",Bengaluru,Karnataka,77,Management
Jamia Hamdard,New Delhi,Delhi,78,Management
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,79,Management
PSG College of Technology,Coimbatore,Tamil Nadu,80,Management
Cochin University of Science and Technology,Cochin,Kerala,81,Management
Thiagarajar School of Management,Madurai,Tamil Nadu,82,Management
BML Munjal University,Gurgaon,Haryana,83,Management
Prin. L.N. Welingkar Institute of Management Development and Research (PGDM),Mumbai,Maharashtra,84,Management
Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,85,Management
Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,86,Management
Jagan Institute of Management Studies Technical Campus,Delhi,Delhi,87,Management
New Delhi Institute of Management,Delhi,Delhi,88,Management
Pandit Deendayal Energy University,Gandhinagar,Gujarat,89,Management
Birla Institute of Technology,Ranchi,Jharkhand,90,Management
National Institute of Bank Management,Pune,Maharashtra,91,Management
Panjab University,Chandigarh,Chandigarh,92,Management
Rajagiri Business School,Cochin,Kerala,93,Management
Bharathidasan Institute of Management,Tiruchirappalli,Tamil Nadu,94,Management
Tezpur University,Tezpur,Assam,95,Management
National Institute of Agricultural Extension Management,Hyderabad,Telangana,96,Management
Institute of Management Technology,Hyderabad,Telangana,97,Management
Galgotias University,Gautam Budh Nagar,Uttar Pradesh,98,Management
Krea University,Sri City,Andhra Pradesh,99,Management
National Institute of Technology Warangal,Warangal,Telangana,100,Management
Amity University,North Twenty Four Parganas,West Bengal,101-150,Management
"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,101-150,Management
Amity University Patna,Patna,Bihar,101-150,Management
"Amity University, Jharkhand",Ranchi,Jharkhand,101-150,Management
Bharati Vidyapeeth?s Institute of Management and Entrepreneurship Development,Pune,Maharashtra,101-150,Management
"Chandigarh Business school of Administration, Landran",Sahibzada Ajit Singh Nagar,Punjab,101-150,Management
"Chandigarh School of Business, Jhanjeri",Sahibzada Ajit Singh Nagar,Punjab,101-150,Management
Chandragupt Institute of Management Patna,Patna,Bihar,101-150,Management
G. L. A. University,Mathura,Uttar Pradesh,101-150,Management
Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,101-150,Management
Gujarat University,Ahmedabad,Gujarat,101-150,Management
Guru Jambheshwar University of Science and Technology,Hisar,Haryana,101-150,Management
Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,101-150,Management
IIHMR University,Jaipur,Rajasthan,101-150,Management
IILM University,Gurgaon,Haryana,101-150,Management
Institute of Public Enterprise,Hyderabad,Telangana,101-150,Management
"Jaipuria Institute of Management, Indore",Indore,Madhya Pradesh,101-150,Management
Lal Bahadur Shastri Institute of Management,Delhi,Delhi,101-150,Management
"Noida Institute of Engineering and Technology Business School, Greater Noida",Greater Noida,Uttar Pradesh,101-150,Management
Sharda University,Greater Noida,Uttar Pradesh,101-150,Management
Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,101-150,Management
University of Allahabad,PRAYAGRAJ,Uttar Pradesh,101-150,Management
University of Hyderabad,Hyderabad,Telangana,101-150,Management
University of Jammu,Jammu,Jammu and Kashmir,101-150,Management
Visvesvaraya Technological University,Belgaum,Karnataka,101-150,Management
Jamia Hamdard,New Delhi,Delhi,1,Pharmacy
National Institute of Pharmaceutical Education and Research Hyderabad,Hyderabad,Telangana,2,Pharmacy
"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,3,Pharmacy
JSS College of Pharmacy,Ooty,Tamil Nadu,4,Pharmacy
Institute of Chemical Technology,Mumbai,Maharashtra,5,Pharmacy
JSS College of Pharmacy,Mysore,Karnataka,6,Pharmacy
Panjab University,Chandigarh,Chandigarh,7,Pharmacy
"Manipal College of Pharmaceutical Sciences, Manipal",Udupi,Karnataka,8,Pharmacy
National Institute of Pharmaceutical Education and Research Mohali,Mohali,Punjab,9,Pharmacy
SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,10,Pharmacy
S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,11,Pharmacy
National Institute of Pharmaceutical Education and Research Guwahati,Guwahati,Assam,12,Pharmacy
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,13,Pharmacy
National Institute of Pharmaceutical Education and Research Raebareli,Lucknow,Uttar Pradesh,14,Pharmacy
National Institute of Pharmaceutical Education and Research Ahmedabad,Gandhinagar,Gujarat,15,Pharmacy
Delhi Pharmaceutical Sciences and Research University,Delhi,Delhi,16,Pharmacy
Lovely Professional University,Phagwara,Punjab,16,Pharmacy
Jadavpur University,Kolkata,West Bengal,18,Pharmacy
Chitkara University,Rajpura,Punjab,19,Pharmacy
Chandigarh University,Mohali,Punjab,20,Pharmacy
Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,21,Pharmacy
Amity University,Gautam Budh Nagar,Uttar Pradesh,22,Pharmacy
Central University of Punjab,Bathinda,Punjab,23,Pharmacy
National Institute of Pharmaceutical Education and Research Kolkata,Kolkata,West Bengal,24,Pharmacy
I. S. F. College of Pharmacy,Moga,Punjab,25,Pharmacy
Maharishi Markandeshwar (Deemed to be University),Ambala,Haryana,26,Pharmacy
Annamalai University,Annamalainagar,Tamil Nadu,27,Pharmacy
Banasthali Vidyapith,Banasthali,Rajasthan,28,Pharmacy
Central University of Rajasthan,Kishangarh,Rajasthan,29,Pharmacy
Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,30,Pharmacy
Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,31,Pharmacy
Birla Institute of Technology,Ranchi,Jharkhand,32,Pharmacy
National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,33,Pharmacy
"AU College of Pharmaceutical Sciences, Andhra University",Visakhapatnam,Andhra Pradesh,34,Pharmacy
"Poona College of Pharmacy, Pune",Pune,Maharashtra,35,Pharmacy
Dr D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,36,Pharmacy
Nirma University,Ahmedabad,Gujarat,37,Pharmacy
Maharshi Dayanand University,Rohtak,Haryana,38,Pharmacy
SVKM`s Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,39,Pharmacy
Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,40,Pharmacy
N.G.S.M. Institute of Pharmaceutical Sciences,Mangaluru,Karnataka,41,Pharmacy
"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,42,Pharmacy
Dibrugarh University,Dibrugarh,Assam,43,Pharmacy
Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,44,Pharmacy
Integral University,Lucknow,Uttar Pradesh,45,Pharmacy
Punjabi University,Patiala,Punjab,46,Pharmacy
Parul University,Vadodara,Gujarat,47,Pharmacy
Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Pharmacy
Suresh Gyan Vihar University,Jaipur,Rajasthan,49,Pharmacy
Galgotias University,Gautam Budh Nagar,Uttar Pradesh,50,Pharmacy
Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,51,Pharmacy
L. M. College of Pharmacy,Ahmedabad,Gujarat,52,Pharmacy
G. L. A. University,Mathura,Uttar Pradesh,53,Pharmacy
Guru Ghasidas Vishwavidyalaya,BILASPUR (Chhattisgarh),Chhattisgarh,54,Pharmacy
Guru Jambheshwar University of Science and Technology,Hisar,Haryana,55,Pharmacy
R. C. Patel Institute of Pharmaceutical Education and Research,Shirpur,Maharashtra,56,Pharmacy
Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College,Bela,Punjab,57,Pharmacy
PSG College of Pharmacy,Coimbatore,Tamil Nadu,58,Pharmacy
Mohan Lal Sukhadia University,Udaipur,Rajasthan,59,Pharmacy
Sri Padmavathi Mahila Visvavidyalayam,Tirupati,Andhra Pradesh,60,Pharmacy
Smt. Kishoritai Bhoyar College of Pharmacy,Nagpur,Maharashtra,61,Pharmacy
"Kumaun University, Nainital",Nainital,Uttarakhand,62,Pharmacy
Acharya Nagarjuna University College of Pharmaceutical Sciences,Guntur,Andhra Pradesh,63,Pharmacy
Vels Institute of Science Technology and Advanced Studies (VISTAS),Chennai,Tamil Nadu,64,Pharmacy
Nandha College of Pharmacy,Erode,Tamil Nadu,65,Pharmacy
Chandigarh College of Pharmacy,Landran,Punjab,66,Pharmacy
Krishna Vishwa Vidyapeeth,Karad,Maharashtra,67,Pharmacy
M.S. Ramaiah University of Applied Sciences,Bengaluru,Karnataka,68,Pharmacy
Sharda University,Greater Noida,Uttar Pradesh,69,Pharmacy
Gujarat Technological University,Ahmedabad,Gujarat,70,Pharmacy
Anurag University,Hyderabad,Telangana,71,Pharmacy
Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,72,Pharmacy
Bombay College of Pharmacy,Mumbai,Maharashtra,73,Pharmacy
Guru Nanak Institute of Pharmaceutical Science and Technology,Kolkata,West Bengal,74,Pharmacy
Bundelkhand University,Jhansi,Uttar Pradesh,74,Pharmacy
Y. B. Chavan College of Pharmacy,Aurangabad,Maharashtra,76,Pharmacy
KIET Group of Institutions: KIET Group of Pharmacy,Ghaziabad,Uttar Pradesh,77,Pharmacy
"College of Pharmacy, Madras Medical College",Chennai,Tamil Nadu,78,Pharmacy
Sri Venkateswara College of Pharmacy,Chittoor,Andhra Pradesh,79,Pharmacy
Bharati Vidyapeeth College of Pharmacy,Kolhapur,Maharashtra,80,Pharmacy
DIT University,Dehradun,Uttarakhand,81,Pharmacy
Arulmigu Kalasalingam College of Pharmacy,Srivilliputtur,Tamil Nadu,82,Pharmacy
Sri Adichunchanagiri College of Pharmacy,B G Nagar,Karnataka,83,Pharmacy
B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,84,Pharmacy
"Sam Higginbottom Institute of Agriculture, Technology and Sciences",Prayagraj,Uttar Pradesh,85,Pharmacy
Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,86,Pharmacy
Vishnu Institute of Pharmaceutical Education and Research,Narsapur,Telangana,87,Pharmacy
Kakatiya University,"Hanamkonda, Warangal",Telangana,88,Pharmacy
Vinayaka Mission's Research Foundation,Salem,Tamil Nadu,89,Pharmacy
Ramanbhai Patel College of Pharmacy,Anand,Gujarat,90,Pharmacy
"Uka Tarsadia University, Bardoli",Bardoli,Gujarat,91,Pharmacy
Shri Vishnu College of Pharmacy,Bhimavaram,Andhra Pradesh,92,Pharmacy
Goa College of Pharmacy,Panaji,Goa,93,Pharmacy
Dr. B. C. Roy College of Pharmacy and Allied Health Sciences,Durgapur,West Bengal,94,Pharmacy
CMR College of Pharmacy,Rangareddy,Telangana,95,Pharmacy
P. E. Society`s Modern College of Pharmacy,Pune,Maharashtra,96,Pharmacy
Principal K.M. Kundnani College of Pharmacy,Mumbai,Maharashtra,97,Pharmacy
Krupanidhi College of Pharmacy,Bengaluru,Karnataka,98,Pharmacy
AISSMS College of Pharmacy,Pune,Maharashtra,99,Pharmacy
"College of Pharmacy, Pandit Bhagwat Dayal Sharma University of Health Sciences",Rohtak,Haryana,100,Pharmacy
Assam Down Town University,Guwahati,Assam,101-150,Pharmacy
"Bharati Vidyapeeth's College of Pharmacy, Sector 8, C.B.D. Belapur, Navi Mumbai",Navi Mumbai,Maharashtra,101-150,Pharmacy
C.U.Shah College of Pharmacy,Mumbai,Maharashtra,101-150,Pharmacy
Chatrapati Sahuji Maharaj Kanpur University,Kanpur,Uttar Pradesh,101-150,Pharmacy
Dadasaheb Balpande College of Pharmacy,Nagpur,Maharashtra,101-150,Pharmacy
Dharmsinh Desai University,Nadiad,Gujarat,101-150,Pharmacy
G. D. Goenka University,Gurgaon,Haryana,101-150,Pharmacy
Ganpat University,"Ganpat Vidyanagar, Mehsana",Gujarat,101-150,Pharmacy
Girijananda Chowdhury Institute of Pharmaceutical Science,Guwahati,Assam,101-150,Pharmacy
Glocal University,Saharanpur,Uttar Pradesh,101-150,Pharmacy
Gokaraju Rangaraju College of Pharmacy,Hyderabad,Telangana,101-150,Pharmacy
IES Institute of Pharmacy,Bhopal,Madhya Pradesh,101-150,Pharmacy
IFTM University,Moradabad,Uttar Pradesh,101-150,Pharmacy
JIS University,Kolkata,West Bengal,101-150,Pharmacy
KLE College of Pharmacy,Bengaluru,Karnataka,101-150,Pharmacy
"KLE College of Pharmacy, Hubli",Hubballi,Karnataka,101-150,Pharmacy
KMCH College of Pharmacy,Coimbatore,Tamil Nadu,101-150,Pharmacy
Kurukshetra University,Kurukshetra,Haryana,101-150,Pharmacy
"Lloyd Institute of Management and Technology, Greater Noida",Greater Noida,Uttar Pradesh,101-150,Pharmacy
"Mahatama Jyotiba Phule Rohikhand University, Bareilly",Bareilly,Uttar Pradesh,101-150,Pharmacy
Malla Reddy College of Pharmacy,Secunderabad,Telangana,101-150,Pharmacy
Marathwada Mitra Mandal?s College of Pharmacy,Pune,Maharashtra,101-150,Pharmacy
Raghavendra Institute of Pharmaceuatical Education & Research,Anantapuramu,Andhra Pradesh,101-150,Pharmacy
Sri Venkateswara University,Tirupati,Andhra Pradesh,101-150,Pharmacy
Uttar Pradesh University of Medical Sciences,Etawah,Uttar Pradesh,101-150,Pharmacy
All India Institute of Medical Sciences Delhi,New Delhi,Delhi,1,Medical
Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,2,Medical
Christian Medical College,Vellore,Tamil Nadu,3,Medical
"National Institute of Mental Health and Neuro Sciences, Bangalore",Bengaluru,Karnataka,4,Medical
Jawaharlal Institute of Post Graduate Medical Education and Research,Puducherry,Pondicherry,5,Medical
Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,6,Medical
Banaras Hindu University,Varanasi,Uttar Pradesh,7,Medical
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,8,Medical
"Kasturba Medical College, Manipal",Manipal,Karnataka,9,Medical
"Madras Medical College and Government General Hospital, Chennai",Chennai,Tamil Nadu,10,Medical
Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,11,Medical
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,12,Medical
"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala,13,Medical
All India Institute of Medical Sciences Rishikesh,Rishikesh,Uttarakhand,14,Medical
All India Institute of Medical Sciences Bhubaneswar,Khordha,Odisha,15,Medical
All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan,16,Medical
Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,17,Medical
S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,18,Medical
King George`s Medical University,Lucknow,Uttar Pradesh,19,Medical
Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,20,Medical
Siksha `O` Anusandhan,Bhubaneswar,Odisha,21,Medical
Institute of Post Graduate Medical Education and Research,Kolkata,West Bengal,22,Medical
Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,23,Medical
Maulana Azad Medical College,Delhi,Delhi,24,Medical
Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,25,Medical
All India Institute of Medical Sciences Patna,Patna,Bihar,26,Medical
Aligarh Muslim University,Aligarh,Uttar Pradesh,27,Medical
St. John's Medical College,Bengaluru,Karnataka,28,Medical
Lady Hardinge Medical College,New Delhi,Delhi,29,Medical
Armed Force Medical College,Pune,Maharashtra,30,Medical
All India Institute of Medical Sciences Bhopal,Bhopal,Madhya Pradesh,31,Medical
University College of Medical Sciences,Delhi,Delhi,32,Medical
"Kasturba Medical College, Mangalore",Mangaluru,Karnataka,33,Medical
Institute of Liver and Biliary Sciences,New Delhi,Delhi,34,Medical
Govt. Medical College & Hospital,Chandigarh,Chandigarh,35,Medical
Maharishi Markandeshwar (Deemed to be University),Ambala,Haryana,35,Medical
Jamia Hamdard,New Delhi,Delhi,37,Medical
All India Institute of Medical Sciences Raipur,Raipur,Chhattisgarh,38,Medical
"JSS Medical College, Mysore",Mysuru,Karnataka,39,Medical
Dayanand Medical College,Ludhiana,Punjab,40,Medical
PSG Institute of Medical Sciences and Research,Coimbatore,Tamil Nadu,41,Medical
"Government Medical College, Thiruvananthapuram",Thiruvananthapuram,Kerala,42,Medical
Sawai Man Singh Medical College,Jaipur,Rajasthan,43,Medical
Medical College,Kolkata,West Bengal,44,Medical
Gujarat Cancer and Research Institute,Ahmadabad,Gujarat,45,Medical
M. S. Ramaiah Medical College,Bengaluru,Karnataka,46,Medical
Mahatma Gandhi Medical College and Research Institute,Puducherry,Pondicherry,47,Medical
Osmania Medical College,HYDERABAD,Telangana,48,Medical
Christian Medical College,Ludhiana,Punjab,49,Medical
Pandit Bhagwat Dayal Sharma University of Health Sciences,Rohtak,Haryana,50,Medical
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,1,Dental
"Manipal College of Dental Sciences, Manipal",Manipal,Karnataka,2,Dental
Maulana Azad Institute of Dental Sciences,Delhi,Delhi,3,Dental
King George`s Medical University,Lucknow,Uttar Pradesh,4,Dental
Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,5,Dental
A.B.Shetty Memorial Institute of Dental Sciences,Mangaluru,Karnataka,6,Dental
SRM Dental College,Chennai,Tamil Nadu,7,Dental
Jamia Millia Islamia,New Delhi,Delhi,8,Dental
Siksha `O` Anusandhan,Bhubaneswar,Odisha,9,Dental
Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,10,Dental
"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,11,Dental
JSS Dental College and Hospital,Mysuru,Karnataka,12,Dental
Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,13,Dental
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,14,Dental
"Govt. Dental College, Nagpur",Nagpur,Maharashtra,15,Dental
M.S. Ramaiah University of Applied Sciences,Bengaluru,Karnataka,16,Dental
Banaras Hindu University,Varanasi,Uttar Pradesh,17,Dental
Aligarh Muslim University,Aligarh,Uttar Pradesh,18,Dental
"Government Dental College, Bangalore",Bengaluru,Karnataka,19,Dental
Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,20,Dental
Government Dental College,Thiruvananthapuram,Kerala,21,Dental
Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,22,Dental
Postgraduate Institute of Dental Sciences,Rohtak,Haryana,23,Dental
Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,24,Dental
"Govt. Dental College, Mumbai",Mumbai,Maharashtra,25,Dental
Yenepoya Dental College,Mangaluru,Karnataka,26,Dental
Panjab University,Chandigarh,Chandigarh,27,Dental
Nair Hospital Dental College,Mumbai,Maharashtra,28,Dental
KLE Vishwanath Katti Institute of Dental Sciences,Belgaum,Karnataka,29,Dental
Christian Dental College,Ludhiana,Punjab,30,Dental
SDM College of Dental Sciences & Hospital,Dharwad,Karnataka,31,Dental
SRM Kattankulathur Dental College,Chennai,Tamil Nadu,32,Dental
Chettinad Dental College and Research Institute,Kelambakkam,Tamil Nadu,33,Dental
Government Dental College,Ahmedabad,Gujarat,34,Dental
Mahatma Gandhi P.G. Institute of Dental Sciences,Pondicherry,Pondicherry,35,Dental
"Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital, Pune",Pune,Maharashtra,36,Dental
Bapuji Dental College & Hospital,Davangere,Karnataka,37,Dental
Manav Rachna International Institute of Research and Studies,Faridabad,Haryana,38,Dental
"Adhiparasakthi Dental College and Hospital, Kancheepuram",Melmaruvathur,Tamil Nadu,39,Dental
Army College of Dental Sciences,Secunderabad,Telangana,40,Dental
National Law School of India University,Bengaluru,Karnataka,1,Law
National Law University,New Delhi,Delhi,2,Law
Nalsar University of Law,Hyderabad,Telangana,3,Law
The West Bengal National University of Juridical Sciences,Kolkata,West Bengal,4,Law
Symbiosis Law School,Pune,Maharashtra,5,Law
Jamia Millia Islamia,New Delhi,Delhi,6,Law
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,Law
Gujarat National Law University,Gandhinagar,Gujarat,8,Law
Siksha `O` Anusandhan,Bhubaneswar,Odisha,9,Law
Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,10,Law
